time,balance,equity
2026-06-16 08:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 08:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 08:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 08:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 09:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 10:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 11:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 12:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 13:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 14:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 15:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 16:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 17:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 18:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 19:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 20:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 21:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 22:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-16 23:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 01:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 02:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 03:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 04:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 05:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 06:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 07:55:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:00:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:05:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:10:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:15:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:20:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:25:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:30:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:35:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:40:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:45:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:50:00+00:00,10087.128249503367,10087.128249503367
2026-06-17 08:55:00+00:00,10087.128249503367,10087.128249503367
